Date,open,high,low ,close
10/3/2016,774.25,776.065002,769.5,772.559998
10/4/2016,776.030029,778.710022,772.890015,776.429993
10/5/2016,779.309998,782.070007,775.650024,776.469971
10/6/2016,779,780.47998,775.539978,776.859985
10/7/2016,779.659973,779.659973,770.75,775.080017
